LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalRevenuePerStudent,TotalFederalRevenuePerStudent,TotalLocalRevenuePerStudent,TotalStateRevenuePerStudent,StudentTeacherRatio,StudentandStaffSupportPerStudent,AdministrationPerStudent,OperationsPerStudent
0100016,BRYCE ADOLESCENT SCHOOL,ALABAMA,†,05,12,35401,0,0,0,0,0,0,0,0
0100480,BULLOCK COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36089,9884.3853820598,2033.88704318937,1689.0365448505,6161.46179401993,17.6627906976744,1191.36212624585,1397.34219269103,2318.93687707641
0100510,BUTLER COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36037,10227.1132376396,2053.90749601276,2185.9649122807,5987.24082934609,18.2865329512894,1174.16267942584,1060.92503987241,1848.48484848485
0100540,CALHOUN COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36202,9560.30483764082,923.459244532803,2574.66313231721,6062.18246079081,17.7367915465898,1176.82792136072,862.270819527281,2091.34084382593
0100600,CHAMBERS COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36862,9533.38696701529,1360.15017430947,2395.54840439796,5777.68838830786,16.7397922636103,987.396084741217,1073.74631268437,2121.74845803164
0100630,CHEROKEE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35960,10056.1603166749,1093.27065809005,3020.53438891638,5942.35526966848,16.6714727085479,977.486392874814,1014.10192973775,2082.63236021771
0100188,CHICKASAW CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36611,8933.13953488372,1568.7984496124,2045.54263565891,5318.7984496124,31.6666666666667,888.565891472868,1225.77519379845,1723.83720930233
0100660,CHILTON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35045,8526.41095182746,1015.6270179517,1833.52705669637,5677.25687717939,17.1197483711526,630.763270050368,718.326230143355,1988.50574712644
0100690,CHOCTAW COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36904,11656.1872909699,1692.97658862876,4260.86956521739,5702.34113712375,17.2131147540984,1378.59531772575,1354.51505016722,2478.92976588629
0100720,CLARKE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36451,10365.8446816342,1659.55097534045,2507.54508649246,6198.74861980125,16.843023255814,1006.62495399338,1142.43651085756,2612.44019138756
0100750,CLAY COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36251,9314.9646107179,1103.13447927199,1742.16380182002,6469.66632962588,17.6608695652174,605.1567239636,814.964610717897,1964.61071789687
0100780,CLEBURNE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36264,9580.00760167237,1028.8863549981,1936.90611934626,6614.21512732801,16.5969230769231,901.93842645382,1024.32535157735,1952.48954770049
0100810,COFFEE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36323,9780.87457952907,1254.68524747717,2363.28688130706,6162.90245074483,17.5205183585313,1045.65112926478,1124.93993272465,1909.17827967323
0100840,COLBERT COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35674,11825.6254738438,1231.99393479909,4686.8840030326,5906.74753601213,15.8070175438596,1134.19257012889,1138.74147081122,2554.58680818802
0100181,COMPASS SCHOOL,ALABAMA,†,N,N,36502,0,0,0,0,0,0,0,0
0100870,CONECUH COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36401,14374.4262295082,1945.5737704918,6171.80327868852,6257.04918032787,17.123595505618,1236.72131147541,2015.73770491803,2581.6393442623
0100900,COOSA COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,35136,10610.1694915254,1549.3519441675,3092.72183449651,5968.09571286142,16.9322388540158,882.352941176471,1582.25324027916,2643.07078763709
0100930,COVINGTON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36420,9777.53303964758,1143.80113278792,2621.14537444934,6012.58653241032,16.4467532467532,640.025173064821,993.706733794839,1873.82001258653
0100960,CRENSHAW COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36049,9510.49575703439,1201.42920946851,2349.70969182671,5959.35685573917,17.8897637795276,618.579723090665,1121.03617686467,1907.10138454667
0100990,CULLMAN CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35055,9892.33226837061,912.779552715655,4164.53674121406,4815.01597444089,16.743935309973,784.025559105431,1098.40255591054,1354.95207667732
0101020,CULLMAN COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35056,9879.66154810404,854.591037292385,2867.23075315993,6157.83975765173,17.6548592188919,962.603154705944,911.521988927191,1898.98673352136
0101050,DALE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36361,9422.21500487171,904.839233517376,2446.57356284508,6070.80220850926,18.0448451773639,602.143553101656,1091.26339720689,1776.87560896395
0101080,DALEVILLE CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36322,10203.1539888683,1673.4693877551,2249.53617810761,6280.14842300557,16.0746268656716,1050.09276437848,1286.64192949907,1811.68831168831
0101110,DALLAS COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36702,11330.8664816528,2354.60992907801,2008.01726796176,6968.23928461301,15.7846889952153,1448.04193647857,1176.07153869874,2639.83965464076
0101170,DECATUR CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35601,11443.2301852065,1101.57598067411,5074.08259519153,5267.57160934085,14.7911184493404,794.087196594961,961.463246290118,1897.96387898309
0101140,DEKALB COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,35986,9384.47032723239,1244.14864115363,2069.88352745424,6070.43815862451,17.0133079847909,723.682750970605,790.127565169162,2048.47476428175
0101200,DEMOPOLIS CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36732,8640.89121887287,926.168632590651,2245.95893403233,5468.76365224989,15.9710144927536,755.788553953692,1027.08606378331,1269.11314984709
0100041,DEVELOPING ALABAMA YOUTH PROG,ALABAMA,†,07,11,35007,0,0,0,0,0,0,0,0
0101230,DOTHAN CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36301,9439.69580119966,1355.50556983719,2685.83976006855,5398.35047129392,18.5573122529644,902.09940017138,972.365038560411,1664.31019708655
0101260,ELBA CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36323,11629.2682926829,1614.63414634146,2913.82113821138,7100.81300813008,16.7771545130036,1115.44715447154,1819.51219512195,2276.42276422764
0101290,ELMORE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36092,8771.45655270655,799.323361823362,2462.25071225071,5509.88247863248,19.2504288164666,650.90811965812,847.489316239316,1630.87606837607
0101320,ENTERPRISE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36331,9070.49684889345,930.382529679027,2531.29122087058,5608.82309834384,19.6873156342183,1074.600615565,1055.10772387513,1776.05159020959
0101350,ESCAMBIA COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36427,10223.4873855771,1327.9749944184,2786.11297164546,6109.39941951328,15.787610619469,945.077026121902,1191.11408796606,2300.96003572226
0101380,ETOWAH COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35904,9011.81549647807,898.091342876619,2038.05953192456,6075.66462167689,17.1934552454283,866.621222449443,877.755055669166,1766.18950238582
0101410,EUFAULA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36027,9212.52638986629,1251.93525686137,2365.93947923997,5594.65165376495,17.5714285714286,731.527093596059,1214.6375791696,1520.76002814919
0101440,FAIRFIELD CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35064,10369.8092031425,1841.75084175084,2258.69809203143,6269.36026936027,18.9494949494949,1128.50729517396,1405.16273849607,2260.38159371493
0101470,FAYETTE COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,35555,9374.94798168955,1098.21057012068,2231.37744486059,6045.35996670828,17.3658257700279,717.436537661257,1152.72575946733,2088.22305451519
0101530,FLORENCE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35630,12244.7444124806,1123.69993361363,5945.78446558973,5175.26001327727,15.6486941870261,1052.2239433503,1157.5569816331,2360.25669395884
0101560,FORT PAYNE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35968,9033.38533541342,1132.60530421217,2386.89547581903,5513.88455538222,17.6490250696379,618.408736349454,964.430577223089,1595.00780031201
0101590,FRANKLIN COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35653,9848.87839433294,1270.36599763872,2311.98347107438,6266.52892561983,16.8252353090817,700.118063754427,955.43093270366,2269.77567886659
0101620,GADSDEN CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35902,10207.6157673173,1778.60696517413,2841.7527745886,5587.25602755453,16.4858666005455,1275.16264829698,1037.31343283582,1805.77879831611
0101640,GENEVA CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36340,10208.6274509804,962.352941176471,2383.52941176471,6862.74509803922,15.4146341463415,652.549019607843,1323.13725490196,1593.72549019608
0101660,GENEVA COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36340,9628.73814733771,1327.49817651349,1881.47337709701,6419.76659372721,16.9907120743034,768.052516411379,1068.19839533187,1858.49744711889
0101680,GREENE COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,35462,12527.7067348679,2029.83802216539,3980.39215686275,6517.47655583973,16.9947061218949,1338.4484228474,1932.65132139812,2972.71952259165
0101690,GUNTERSVILLE CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35976,10102.5512756378,939.469734867434,3749.87493746873,5413.20660330165,16.9734681531415,1111.05552776388,970.485242621311,1867.43371685843
0101710,HALE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36744,10605.5080014886,1406.02902865649,2742.83587644213,6456.64309639003,17.2198142414861,944.175660588016,1064.01190919241,1857.46185336807
0101720,HALEYVILLE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35565,9765.6341320865,1068.38106370544,2908.82524839275,5788.42781998831,15.9719626168224,774.985388661601,1256.57510227937,1627.70309760374
0101730,HARTSELLE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35640,9909.06127770534,517.601043024772,3592.56844850065,5798.89178617992,15.9131067456605,973.924380704042,901.238591916558,1612.45110821382
0101740,HENRY COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36310,9514.17322834646,1012.99212598425,2445.66929133858,6055.51181102362,17.2432432432432,759.842519685039,1112.20472440945,1781.10236220472
0101760,HOMEWOOD CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35259,12863.111329565,541.164905382158,8011.79651019907,4310.14991398378,14.1590106007067,1187.51536003932,1293.92971246006,1901.94150897026
0100007,HOOVER CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35243,12080.5176132279,437.670740474479,6665.92379583034,4976.92307692308,14.6746620377676,1043.78145219267,992.379583033789,2164.55787203451
0101770,HOUSTON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36302,8690.20967996216,960.428819170739,2451.36370802459,5278.41715276683,17.6526610644258,683.272899259026,922.118871196595,1829.26060223869
0101800,HUNTSVILLE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35807,11239.3503168674,1167.0373945524,5324.88353548495,4747.42938683007,16.5172461946656,1376.2118604944,1184.32870273219,2296.59629831704
0101830,JACKSON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35768,10538.3502170767,1239.86975397974,2923.84225759768,6374.63820549928,16.6711521784636,1182.16353111433,995.296671490593,2357.99565846599
0101860,JACKSONVILLE CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36265,9666.45077720207,1012.30569948187,3084.84455958549,5569.30051813472,16.4255319148936,968.911917098446,961.787564766839,1659.97409326425
0101890,JASPER CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35502,10104.5156591406,876.183539694101,3816.82447195921,5411.50764748725,15.9538904899135,878.36853605244,953.750910415149,1681.35469774217
0101920,JEFFERSON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35209,9538.78975950349,917.959658650116,3097.44541726698,5523.38468358639,17.4602327837051,862.268646791533,990.330267095201,1963.23284938491
0101950,LAMAR COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,35592,9474.69162058698,1121.65036154828,2087.19693747342,6265.84432156529,18.0304182509506,937.473415567844,979.583156103786,1946.40578477244
0101980,LANETT CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36863,10907.3001158749,1909.61761297798,2373.11703360371,6624.56546929316,17.4444444444444,894.553881807648,1507.53186558517,2032.4449594438
0102010,LAUDERDALE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35631,9104.55891059799,739.846062759029,2656.48312611012,5708.22972172883,18.4051863857374,667.140319715808,850.680876258141,1730.49141503848
0102040,LAWRENCE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35650,10680.2313571576,1176.82297046065,3041.31377814501,6462.09460855195,17.6719576719577,906.011154720099,879.157198925842,2142.11939681884
0102070,LEE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36803,9793.77750486132,724.286152901443,3294.6474260567,5774.84392590318,16.4874791318865,810.459523078498,852.215740456453,2020.67342134889
0100011,LEEDS CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35094,14540.157480315,798.950131233596,8117.58530183727,5623.62204724409,21.2402234636872,958.530183727034,1152.23097112861,1759.05511811024
0102100,LIMESTONE COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,35611,10075.4352030948,789.62339287746,3247.58220502901,6038.2296051883,18.6442812172088,797.246558197747,898.168164751394,2320.62805779952
0102130,LINDEN CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36748,10949.8069498069,1666.02316602317,2301.1583011583,6982.62548262548,19.0669371196755,1395.7528957529,1694.9806949807,1967.18146718147
0102160,LOWNDES COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36040,13855.3137003841,3969.27016645327,2868.75800256082,7017.28553137004,15.6831683168317,1709.34699103713,1516.00512163892,3174.77592829706
0102190,MACON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36083,11133.0834114339,2041.23711340206,2522.49297094658,6569.35332708529,18.1350210970464,1355.2014995314,1828.95970009372,2888.00374882849
0100008,MADISON CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35758,10581.0608330836,500.149835181301,4482.06972330437,5598.84127459794,18.8431183830606,1272.2005793627,831.785036459894,1707.42183598042
0102220,MADISON COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35804,9615.77215710467,631.863047501542,3273.49372815135,5710.41538145178,17.9759279676589,842.124203166769,813.900884227843,1852.92000822538
0102250,MARENGO COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36748,10628.4403669725,1412.84403669725,2740.36697247706,6475.22935779817,15.9444444444444,1358.71559633028,1046.78899082569,2682.56880733945
0102310,MARION COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35570,9364.7577092511,1049.33920704846,2180.91042584435,6134.5080763583,17.8134715025907,748.604992657856,917.76798825257,1778.56093979442
0100006,MARSHALL COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35976,10012.777284827,1374.80035492458,2374.44543034605,6263.53149955634,18.3576606742304,949.778172138421,1155.45696539485,2404.79148181012
0102350,MIDFIELD CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35228,10570.5467372134,2117.28395061728,2350.08818342152,6103.1746031746,17.6212121212121,1427.68959435626,1443.56261022928,2447.97178130511
0102370,MOBILE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36618,9811.20508501068,1358.38210520832,3059.63772772269,5393.18525207968,18.0124416796268,942.637328285372,1088.37984751915,2209.5656553377
0102400,MONROE COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36461,9280.55555555555,1459.16666666667,2085.27777777778,5736.11111111111,17.4146110056926,953.055555555556,954.166666666667,1846.94444444444
0102430,MONTGOMERY COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36102,9819.05631460528,1392.76746991881,2914.24006260802,5512.04878207846,18.5963060686016,1006.88035999609,868.490559885219,1905.27276877425
0102480,MORGAN COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35601,10173.9074384427,842.722702075545,3968.28670877917,5362.89802758798,17.0616740088106,1065.87598298311,976.279489493361,2136.77968286709
0102490,MOUNTAIN BROOK CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35213,14047.8151452757,181.4230153283,9262.86890871654,4603.52322123084,14.0062794348509,1593.68565545642,1281.62891786776,1800.9608785175
0102520,MUSCLE SHOALS CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35662,10124.1830065359,546.611627106983,4124.87100103199,5452.70037839697,16.4102564102564,993.464052287582,1192.98245614035,1701.06639146887
0102550,ONEONTA CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35121,9115.77522004062,671.631685849695,2661.4759647935,5782.66756939743,18.7974683544304,813.811780636425,902.505077860528,1428.57142857143
0102580,OPELIKA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36801,11284.6698113208,1143.6320754717,4721.46226415094,5419.57547169811,14.6552901023891,972.877358490566,1112.2641509434,2023.58490566038
0102610,OPP CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36467,10018.4229918939,1168.75460574797,2874.72365512159,5974.94473102432,16.8619460010189,909.358879882093,1098.74723655122,1973.47089167281
0102635,OXFORD CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36203,10457.2045073124,837.68880364421,4073.84320306881,5545.67250059938,16.0496183206107,725.96499640374,1061.13641812515,1958.04363462
0102640,OZARK CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36360,10798.6860628813,1195.68277803848,2989.67620835289,6613.32707648991,17.1145038167939,1057.7193805725,1243.07836696387,1967.15157203191
0100194,PELHAM CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35124,12551.4172709295,669.742913645353,6404.74620962426,5476.92814765986,17.3858007705008,945.286750164799,1101.84574818721,2178.64205669084
0102650,PELL CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35128,9310.21625652498,878.697489435745,2689.53517275665,5741.98359433259,17.6826086956522,662.192393736018,902.560278399205,1902.31170768084
0102670,PERRY COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36756,10669.5081967213,2371.14754098361,1626.22950819672,6672.13114754098,16.734693877551,800,1150.81967213115,2278.68852459016
0102700,PHENIX CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36868,9410.76245917933,1098.25358511998,2514.12750248474,5798.38137157461,18.3167539267016,851.483742723271,980.122107056652,1774.5279000426
0102730,PICKENS COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35447,10188.3782757311,1344.85377895936,2240.41017850361,6603.11431826814,16.8974358974359,905.431067223699,1206.98822635777,2116.97683251044
0102760,PIEDMONT CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36272,9378.5084202085,1208.50040096231,2326.38331996792,5843.62469927827,17.5971223021583,897.353648757017,1210.10425020048,1395.3488372093
0102790,PIKE COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36081,10890.8177249886,1570.12334399269,2989.94974874372,6330.74463225217,16.2279411764706,994.518044769301,1366.37734125171,2582.00091365921
0100195,Pike Road,ALABAMA,01-Elementary school system only,KG,08,36064,8420.44444444445,289.777777777778,3440.88888888889,4689.77777777778,0,371.555555555556,1175.11111111111,1528
0100039,PRESBYTERIAN HOME FOR CHILDREN,ALABAMA,†,N,N,35210,0,0,0,0,0,0,0,0
0102820,RANDOLPH COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36278,9663.82405745063,1110.86175942549,2592.45960502693,5960.50269299821,16.7698113207547,807.450628366248,1170.10771992819,2030.07181328546
0102850,ROANOKE CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36274,8798.31387808041,1111.54345006485,2124.51361867704,5562.25680933852,17.7207911683533,640.726329442283,1156.29053177691,1335.27885862516
0102880,RUSSELL COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,36868,9408.56031128405,1190.93941078377,2251.52862701501,5966.09227348527,18.6564102564103,839.077265147304,910.227904391328,2126.45914396887
0102910,RUSSELLVILLE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35653,9609.5515858549,1187.7506379876,2558.14801312432,5863.65293474298,16.3636363636364,560.335399197958,1144.00291651476,1853.08056872038
0100185,SARALAND CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36571,9753.13240772096,693.193362682018,3824.92380629868,5235.01523874026,18.5844155844156,1006.43413477819,1079.91872671859,1712.15712834406
0100189,SATSUMA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36572,10113.9143730887,877.675840978593,3317.27828746177,5918.96024464832,18.2253521126761,1201.07033639144,1268.34862385321,2399.84709480122
0102940,SCOTTSBORO CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35768,10896.6876971609,822.160883280757,4103.70662460568,5970.82018927445,15.3337271116361,867.902208201893,1162.46056782334,2218.05993690852
0102970,SELMA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36701,9278.83096366509,1778.04107424961,1921.01105845182,5579.77883096367,18.1159420289855,842.285413375461,1298.84149552396,1775.1448130595
0103000,SHEFFIELD CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35660,13011.3314447592,1996.22285174693,4366.38338054769,6648.72521246459,13.7430854333128,1166.19452313503,1747.87535410765,2243.62606232295
0103030,SHELBY COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35051,10322.3684210526,572.717304625199,4389.00518341308,5360.64593301435,16.841037775712,1067.63357256778,825.857256778309,2082.23684210526
0103062,ST CLAIR COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35953,8881.18374558304,917.734098939929,2265.23851590106,5698.21113074205,18.3629232039637,763.913427561837,847.614840989399,1742.04946996466
0100193,ST. MARYS HOME,ALABAMA,†,N,N,36618,0,0,0,0,0,0,0,0
0103090,SUMTER COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35470,12086.6290018832,2352.16572504708,2708.72567482737,7025.73760200879,17.1632653061224,1330.19460138104,1728.18581293158,2856.87382297552
0103120,SYLACAUGA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35150,9892.7304964539,1077.57092198582,2867.02127659574,5948.13829787234,16.6536133855465,905.141843971631,1269.94680851064,1877.65957446809
0103150,TALLADEGA CITY,ALABAMA,03-Elementary/secondary school system,PK,12,35160,10694.2954656265,1395.90443686007,2786.93320331546,6511.457825451,16.7307692307692,885.909312530473,1376.40175524135,2470.50219405168
0103180,TALLADEGA COUNTY,ALABAMA,03-Elementary/secondary school system,PK,12,35161,10002.314517166,1066.86382924007,3321.20354892632,5614.24713899961,17.9895773016792,1184.77562041918,984.955638420985,2340.61977626334
0103210,TALLAPOOSA COUNTY,ALABAMA,03-Elementary/secondary school system,KG,12,36853,10271.2508638563,1242.91637871458,3870.07601935038,5158.25846579129,17.8266253869969,725.984796129924,1033.51762266759,2060.46993780235
0103240,TALLASSEE CITY,ALABAMA,03-Elementary/secondary school system,KG,12,36078,9560.94929881338,835.490830636462,2887.81014023732,5837.64832793959,18.1698113207547,741.100323624595,1179.07227615965,1521.0355987055
0103270,TARRANT CITY,ALABAMA,03-Elementary/secondary school system,KG,12,35217,10715.5025553663,1920.78364565588,2883.30494037479,5911.4139693356,20.1506276150628,969.335604770017,1876.49063032368,2332.19761499148
0100179,THE BRIDGE II,ALABAMA,†,N,N,35901,0,0,0,0,0,0,0,0
0103300,THOMASVILLE CITY,ALABAMA,03-Elementary/secondary school system,PK,12,36784,10135.9223300971,996.265870052278,2893.20388349515,6246.45257654966,16.8791742562234,1132.18820014937,1332.33756534727,1817.77445855116
